User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1000832,P00270142,M,18-25,2,C,4+,0,5,,,1841
1000833,P00288642,M,36-45,7,C,1,1,16,,,12403
1000834,P00345842,F,36-45,12,C,0,0,2,8,14,16458
1000838,P00111742,M,51-55,17,C,0,0,15,,,17045
1000839,P00285842,M,26-35,0,A,2,0,5,,,6903
1000839,P00046942,M,26-35,0,A,2,0,16,,,16421
1000839,P00170142,M,26-35,0,A,2,0,8,,,7947
1000839,P00240342,M,26-35,0,A,2,0,2,15,,6636
1000842,P00270242,F,18-25,0,B,3,0,8,,,10067
1000846,P00180342,M,26-35,5,C,3,1,11,,,5983
1000850,P00223842,M,36-45,0,A,3,1,2,4,8,12967
1000850,P00084542,M,36-45,0,A,3,1,5,,,8783
1000850,P00155942,M,36-45,0,A,3,1,8,17,,2069
1000850,P00117542,M,36-45,0,A,3,1,18,,,2365
1000850,P00199642,M,36-45,0,A,3,1,16,,,12698
1000851,P00270942,M,18-25,4,B,1,0,1,2,15,15646
1000854,P00002542,F,26-35,16,B,1,0,8,14,,7835
1000854,P00127242,F,26-35,16,B,1,0,1,16,,15778
1000854,P00075442,F,26-35,16,B,1,0,5,11,,5460
1000855,P00150842,F,18-25,2,A,2,1,11,13,16,2980
1000855,P00284942,F,18-25,2,A,2,1,16,,,8862
1000867,P00117442,M,46-50,12,C,1,1,5,14,,3682
1000869,P00283942,M,18-25,20,A,4+,1,5,,,8626
1000869,P00033542,M,18-25,20,A,4+,1,5,,,6873
1000870,P00009242,F,26-35,1,B,4+,1,8,,,7886
1000873,P00241542,M,55+,6,C,3,1,1,6,,11790
1000877,P00259842,M,26-35,0,B,1,1,1,14,16,11969
1000881,P00138442,M,18-25,14,A,1,0,1,2,16,4501
1000881,P00220942,M,18-25,14,A,1,0,18,,,3116
1000881,P00071442,M,18-25,14,A,1,0,15,17,,21567
1000886,P00327842,F,55+,0,C,2,1,8,16,,7966
1000887,P00025442,F,55+,16,B,3,1,1,2,9,15231
1000887,P00337542,F,55+,16,B,3,1,5,14,,5154
1000889,P00295742,M,46-50,20,A,1,0,8,,,4197
1000889,P00354442,M,46-50,20,A,1,0,5,,,1753
1000889,P00233242,M,46-50,20,A,1,0,15,,,8534
1000889,P00333842,M,46-50,20,A,1,0,11,15,,1655
1000889,P00100442,M,46-50,20,A,1,0,2,4,5,6445
1000889,P00122342,M,46-50,20,A,1,0,5,,,3667
1000889,P00081142,M,46-50,20,A,1,0,6,8,14,15998
1000889,P00059142,M,46-50,20,A,1,0,8,14,,6162
1000889,P00350142,M,46-50,20,A,1,0,8,17,,8129
1000890,P00015842,M,18-25,4,C,4+,0,1,14,16,15259
1000890,P00059642,M,18-25,4,C,4+,0,1,2,3,11522
1000891,P00278642,M,26-35,1,C,4+,0,5,,,8829
1000892,P00346142,M,36-45,0,C,1,0,1,15,,11911
1000892,P00112142,M,36-45,0,C,1,0,1,2,14,15480
1000894,P00151142,M,18-25,4,C,0,0,6,16,,12067
1000899,P00112142,F,26-35,1,B,3,1,1,2,14,15581
1000899,P00051642,F,26-35,1,B,3,1,8,,,5877
1000900,P00220442,F,55+,13,C,2,1,5,14,,7118
1000904,P00054242,M,36-45,20,B,4+,0,1,6,14,19443
1000905,P00274942,F,46-50,12,C,1,0,8,,,9956
1000908,P00242742,F,51-55,1,A,3,0,1,2,9,8196
1000911,P00129542,M,51-55,0,B,3,1,8,14,,7847
1000911,P00331042,M,51-55,0,B,3,1,5,8,,5221
1000914,P00113642,F,36-45,9,C,2,0,8,,,9875
1000919,P00117442,F,36-45,1,C,1,0,5,14,,5415
1000919,P00182142,F,36-45,1,C,1,0,1,5,6,15781
1000919,P00321742,F,36-45,1,C,1,0,5,8,17,6894
1000920,P00146742,M,18-25,4,C,4+,0,1,13,14,15826
1000920,P00234842,M,18-25,4,C,4+,0,5,6,16,8827
1000921,P00182142,M,26-35,17,B,1,0,1,5,6,15337
1000921,P00105442,M,26-35,17,B,1,0,11,,,4587
1000922,P00115642,M,55+,16,B,2,1,8,14,,9875
1000922,P00163842,M,55+,16,B,2,1,8,,,9942
1000924,P00345842,M,51-55,17,C,1,1,2,8,14,13113
1000927,P00035842,F,26-35,20,C,1,1,5,6,9,5144
1000927,P00192842,F,26-35,20,C,1,1,5,14,,6996
1000929,P00028542,M,26-35,15,A,1,0,6,8,14,20273
1000930,P00351342,M,26-35,5,C,1,1,1,2,16,8336
1000934,P00258742,F,36-45,7,A,0,0,5,,,7097
1000934,P00223142,F,36-45,7,A,0,0,5,,,5394
1000937,P00071442,M,26-35,15,A,2,1,15,17,,16806
1000939,P00337942,F,26-35,20,C,2,0,5,,,5357
1000949,P00111042,M,51-55,17,B,4+,1,15,,,21325
1000949,P00273742,M,51-55,17,B,4+,1,1,17,,12032
1000949,P00163242,M,51-55,17,B,4+,1,1,8,14,11587
1000951,P00069042,M,46-50,2,B,4+,1,3,,,13346
1000955,P00291342,F,51-55,7,B,1,1,8,,,9818
1000957,P00291442,M,36-45,1,C,2,1,5,8,,8855
1000964,P00138542,M,26-35,7,B,1,1,5,6,,6928
1000967,P00042842,F,18-25,0,B,3,0,5,,,5351
1000970,P00257442,M,26-35,0,B,4+,1,16,,,8294
1000971,P00169742,M,26-35,12,B,2,1,1,8,15,7658
1000973,P00154642,F,26-35,1,C,1,1,8,,,4078
1000976,P00139542,M,36-45,14,C,4+,1,5,,,5478
1000984,P00187842,M,51-55,16,A,2,1,1,16,,15179
1000984,P00183642,M,51-55,16,A,2,1,4,5,9,2759
1000984,P00288342,M,51-55,16,A,2,1,8,,,10001
1000984,P00223142,M,51-55,16,A,2,1,5,,,5447
1000987,P00303442,F,36-45,17,C,0,0,1,8,14,7683
1000987,P00032042,F,36-45,17,C,0,0,1,2,15,15196
1000989,P00084342,M,51-55,0,C,4+,1,13,16,,956
1000998,P00102442,M,46-50,20,A,0,1,8,,,5991
1000999,P00080342,M,26-35,15,B,2,0,1,6,8,19644
1000999,P00050442,M,26-35,15,B,2,0,1,8,13,11629
1000999,P00046842,M,26-35,15,B,2,0,8,16,,7813
1000999,P00234742,M,26-35,15,B,2,0,8,,,5992
1001004,P00255942,M,26-35,3,B,2,0,1,16,,12099
1001004,P00173842,M,26-35,3,B,2,0,1,2,15,7928
1001006,P00317942,M,18-25,4,C,4+,0,8,16,,5829
1001006,P00355142,M,18-25,4,C,4+,0,1,15,,15415
1001010,P00148542,M,26-35,0,A,1,0,1,16,17,8061
1001010,P00274642,M,26-35,0,A,1,0,4,5,,747
1001010,P00041542,M,26-35,0,A,1,0,8,,,8040
1001010,P00226642,M,26-35,0,A,1,0,5,6,,1952
1001011,P00112142,M,26-35,8,C,4+,1,1,2,14,15597
1001012,P00000942,F,36-45,1,C,0,0,1,,,4123
1001015,P00028242,M,36-45,3,A,4+,1,6,8,,12671
1001015,P00045842,M,36-45,3,A,4+,1,5,14,,7150
1001015,P00271942,M,36-45,3,A,4+,1,5,8,,8681
1001015,P00213742,M,36-45,3,A,4+,1,8,,,9722
1001015,P00150542,M,36-45,3,A,4+,1,5,,,7099
1001015,P00329642,M,36-45,3,A,4+,1,8,14,,5993
1001015,P00084242,M,36-45,3,A,4+,1,8,14,,8134
1001016,P00024742,M,55+,16,C,3,0,8,11,,7830
1001017,P00091142,M,36-45,0,B,2,0,8,,,7779
1001017,P00125142,M,36-45,0,B,2,0,11,,,7413
1001017,P00182242,M,36-45,0,B,2,0,1,5,6,15887
1001017,P00243242,M,36-45,0,B,2,0,11,14,,7446
1001018,P00177542,M,18-25,4,A,4+,0,1,8,,19394
1001018,P00031042,M,18-25,4,A,4+,0,8,,,9947
1001019,P00004142,M,36-45,1,A,4+,1,8,17,,7792
1001019,P00073642,M,36-45,1,A,4+,1,8,,,5838
1001019,P00065242,M,36-45,1,A,4+,1,2,3,4,10114
1001019,P00177642,M,36-45,1,A,4+,1,8,,,7851
1001019,P00276142,M,36-45,1,A,4+,1,12,,,1430
1001021,P00344242,M,36-45,0,C,3,0,8,10,,9921
1001022,P00051442,M,26-35,3,C,2,0,8,17,,9720
1001022,P00178342,M,26-35,3,C,2,0,8,,,7822
1001028,P00103342,F,46-50,7,C,0,1,8,,,10045
1001031,P00221442,M,36-45,16,C,2,1,1,2,5,15167
1001033,P00266142,M,26-35,5,B,1,0,5,11,,5352
1001033,P00312842,M,26-35,5,B,1,0,16,,,12324
1001035,P00351142,M,18-25,2,C,1,1,1,8,17,19536
1001038,P00121642,F,55+,15,C,2,1,5,14,,8898
1001040,P00034442,M,26-35,11,C,1,1,1,14,16,15799
1001040,P00201442,M,26-35,11,C,1,1,1,6,8,15335
1001040,P00288642,M,26-35,11,C,1,1,16,,,16832
1001043,P00277442,F,51-55,11,C,4+,0,1,6,15,11455
1001044,P00113642,M,26-35,20,A,0,0,8,,,7855
1001050,P00251942,M,26-35,1,B,1,0,1,2,5,11961
1001050,P00013742,M,26-35,1,B,1,0,5,,,7105
1001050,P00042042,M,26-35,1,B,1,0,5,,,3672
1001050,P00125742,M,26-35,1,B,1,0,8,,,5915
1001051,P00110842,F,26-35,0,A,0,1,1,2,5,19620
1001051,P00036842,F,26-35,0,A,0,1,1,14,16,15827
1001051,P00249642,F,26-35,0,A,0,1,3,5,,13643
1001051,P00335942,F,26-35,0,A,0,1,8,,,2263
1001052,P00288242,F,36-45,2,C,1,0,5,14,,8643
1001052,P00086842,F,36-45,2,C,1,0,14,16,,18779
1001053,P00352942,M,36-45,0,C,2,1,1,2,,11533
1001058,P00250842,M,26-35,1,B,2,0,8,,,8104
1001059,P00153742,F,26-35,0,B,3,0,8,,,7944
1001059,P00316642,F,26-35,0,B,3,0,4,5,,2840
1001059,P00231142,F,26-35,0,B,3,0,5,8,,1784
1001068,P00111942,F,18-25,4,B,2,0,8,17,,10060
1001068,P00227842,F,18-25,4,B,2,0,2,5,,9890
1001068,P00305042,F,18-25,4,B,2,0,11,13,16,1484
1001069,P00020242,M,26-35,20,A,4+,0,8,14,,4121
1001075,P00200642,F,26-35,6,A,1,1,10,16,,23151
1001078,P00188242,F,46-50,9,C,1,1,8,14,,9711
1001079,P00117442,M,26-35,7,A,0,0,5,14,,6888
1001086,P00075542,M,18-25,4,A,2,0,8,13,,6192
1001086,P00265542,M,18-25,4,A,2,0,5,8,,7147
1001087,P00112542,M,26-35,16,B,1,0,1,11,15,19050
1001088,P0094942,F,0-17,10,A,3,0,4,8,,2142
1001088,P00068942,F,0-17,10,A,3,0,5,,,3605
1001088,P00050342,F,0-17,10,A,3,0,5,8,17,1808
1001089,P00057642,M,36-45,6,C,2,1,1,15,16,19635
1001090,P00115942,M,26-35,7,C,1,1,8,17,,6092
1001093,P00346142,M,51-55,14,C,2,1,1,15,,15380
1001094,P00084442,F,18-25,0,C,1,0,13,16,,580
1001096,P00053842,M,0-17,10,C,1,0,4,5,12,3511
1001096,P00157642,M,0-17,10,C,1,0,1,14,16,11835
1001099,P00223542,M,26-35,17,C,4+,0,1,8,17,19707
1001100,P00196142,M,26-35,0,B,0,1,3,4,5,5533
1001100,P00100742,M,26-35,0,B,0,1,5,17,,7149
1001100,P00330342,M,26-35,0,B,0,1,5,11,16,7109
1001100,P00001142,M,26-35,0,B,0,1,5,8,14,3655
1001100,P00256642,M,26-35,0,B,0,1,5,,,3498
1001101,P00304142,M,36-45,1,A,1,0,5,11,,7022
1001101,P00159542,M,36-45,1,A,1,0,10,15,16,18757
1001109,P00150342,M,18-25,10,C,1,0,8,14,,5826
1001112,P00058242,M,18-25,6,A,4+,0,3,4,12,13648
1001112,P00158542,M,18-25,6,A,4+,0,5,6,13,5387
1001113,P00256642,M,18-25,4,B,3,0,5,,,6958
1001116,P00336942,M,26-35,15,B,3,0,5,,,7050
1001117,P00006942,M,18-25,14,B,3,0,1,5,6,15678
1001117,P00226442,M,18-25,14,B,3,0,11,15,,3140
1001117,P00248742,M,18-25,14,B,3,0,5,,,7086
1001117,P00247042,M,18-25,14,B,3,0,5,14,,8578
1001119,P00221542,M,36-45,1,B,2,1,5,15,,7182
1001119,P00321742,M,36-45,1,B,2,1,5,8,17,7127
1001120,P00153642,M,18-25,4,A,0,1,8,,,5958
1001120,P00330242,M,18-25,4,A,0,1,5,,,5238
1001121,P00025942,M,55+,7,C,4+,1,8,14,,9941
1001121,P00356842,M,55+,7,C,4+,1,8,16,,9979
1001122,P00270942,M,55+,14,C,0,1,1,2,15,15586
1001125,P00165442,F,18-25,4,B,2,0,1,15,16,11911
1001128,P00089342,M,26-35,1,A,2,0,8,,,9761
1001128,P00112242,M,26-35,1,A,2,0,5,8,14,7159
1001128,P00364842,M,26-35,1,A,2,0,5,16,,5428
1001130,P00241742,M,18-25,7,C,1,0,5,,,6954
1001132,P00148642,M,18-25,12,A,1,1,6,10,13,19944
1001133,P00208942,M,18-25,2,C,0,0,6,,,11995
1001140,P00119242,F,46-50,2,B,2,1,18,,,3050
1001140,P00340242,F,46-50,2,B,2,1,18,,,2280
1001140,P0097242,F,46-50,2,B,2,1,1,16,,15668
1001141,P00111042,F,26-35,3,B,1,1,15,,,20825
1001147,P00026242,M,26-35,20,B,3,1,8,,,1993
1001150,P00301242,F,26-35,20,A,1,0,5,,,6913
1001150,P00273942,F,26-35,20,A,1,0,5,12,,6954
1001150,P00102242,F,26-35,20,A,1,0,8,12,,4220
1001150,P00051642,F,26-35,20,A,1,0,8,,,8044
1001150,P00081842,F,26-35,20,A,1,0,8,,,4203
1001150,P00129642,F,26-35,20,A,1,0,5,,,5466
1001152,P00142842,M,18-25,4,C,2,0,2,4,8,3758
1001155,P00111142,M,26-35,12,C,0,0,1,15,16,19264
1001159,P00244042,M,18-25,0,C,3,1,1,2,15,8067
1001160,P00278442,M,18-25,14,C,1,0,11,,,4593
1001161,P00070942,M,26-35,0,A,1,0,3,5,16,11071
1001162,P00158842,F,36-45,0,B,4+,0,8,14,,5919
1001162,P00085942,F,36-45,0,B,4+,0,2,4,8,9801
1001162,P00115642,F,36-45,0,B,4+,0,8,14,,7785
1001164,P00174442,F,26-35,19,A,1,1,5,,,3493
1001164,P00046742,F,26-35,19,A,1,1,1,2,15,15627
1001165,P00265242,M,26-35,12,B,1,1,5,8,,8882
1001166,P00210042,M,55+,6,C,3,1,8,14,,7849
1001174,P00115842,F,18-25,16,C,0,0,16,,,16381
1001176,P00051442,M,55+,1,C,1,1,8,17,,8060
1001177,P00065442,F,26-35,17,C,2,1,8,16,,7813
1001181,P00046142,M,36-45,7,A,3,1,1,16,,11392
1001181,P00269942,M,36-45,7,A,3,1,1,2,,15751
1001181,P00093442,M,36-45,7,A,3,1,8,16,,6024
1001181,P00255942,M,36-45,7,A,3,1,1,16,,11451
1001181,P00154642,M,36-45,7,A,3,1,8,,,4142
1001181,P00200042,M,36-45,7,A,3,1,16,,,4689
1001181,P00349342,M,36-45,7,A,3,1,8,,,5870
1001181,P00178042,M,36-45,7,A,3,1,8,14,,6024
1001181,P00231242,M,36-45,7,A,3,1,16,,,4834
1001182,P00139942,M,0-17,10,B,3,0,5,,,5460
1001182,P00211142,M,0-17,10,B,3,0,5,,,5235
1001182,P00086442,M,0-17,10,B,3,0,8,13,15,9873
1001182,P00323042,M,0-17,10,B,3,0,5,,,7007
1001184,P00158842,F,26-35,4,C,1,1,8,14,,8057
1001186,P00192942,M,18-25,19,A,1,1,5,,,8651
1001193,P00305242,M,26-35,12,C,3,1,1,5,,8098
1001194,P00148642,F,26-35,1,B,1,1,6,10,13,19925
1001194,P00085942,F,26-35,1,B,1,1,2,4,8,12939
1001194,P00004542,F,26-35,1,B,1,1,5,8,,5273
1001194,P00109642,F,26-35,1,B,1,1,5,17,,7100
1001194,P00139842,F,26-35,1,B,1,1,5,,,5262
1001195,P00181242,F,0-17,10,C,1,0,11,,,6008
1001196,P00059442,F,18-25,14,C,3,0,6,8,16,12133
1001198,P00155642,M,0-17,10,C,1,0,8,,,9983
1001199,P0098242,M,51-55,13,C,4+,1,1,16,,7916
1001202,P00111542,M,36-45,12,B,0,0,2,17,,9589
1001203,P00370242,F,26-35,1,A,3,0,5,,,7158
1001203,P00017542,F,26-35,1,A,3,0,5,,,5451
1001204,P00278642,M,26-35,7,B,4+,0,5,,,6879
1001204,P00338442,M,26-35,7,B,4+,0,1,16,,8119
1001205,P00250742,F,55+,0,C,1,1,8,,,4226
1001206,P00016842,F,51-55,7,C,1,1,1,2,15,4452
1001209,P00285642,M,36-45,7,C,1,1,2,5,15,6677
1001211,P00029842,M,18-25,4,A,1,0,8,,,5930
1001211,P00101842,M,18-25,4,A,1,0,6,16,,15945
1001211,P00191342,M,18-25,4,A,1,0,2,4,9,3628
1001212,P00326742,F,51-55,1,C,1,0,11,,,7502
1001216,P00010842,M,26-35,2,A,1,1,8,16,,7972
1001219,P00262242,M,26-35,7,C,3,1,1,11,16,12112
1001219,P00137542,M,26-35,7,C,3,1,1,8,16,12128
1001221,P00011842,M,18-25,0,B,1,0,5,14,,3612
1001224,P00116242,M,51-55,13,B,4+,0,8,15,,9931
1001224,P00288942,M,51-55,13,B,4+,0,1,2,5,12037
1001227,P00134142,M,51-55,1,B,2,0,5,,,6967
1001228,P00116142,M,26-35,1,C,4+,1,10,13,16,19320
1001230,P00001042,M,26-35,11,B,2,0,1,2,16,15262
1001230,P00210342,M,26-35,11,B,2,0,3,4,,10990
1001231,P00025442,M,26-35,12,C,1,0,1,2,9,15716
1001231,P00212342,M,26-35,12,C,1,0,8,,,9919
1001238,P00248742,F,36-45,20,A,1,0,5,,,5399
1001241,P00184942,M,0-17,10,B,1,0,1,8,17,19345
1001241,P00249642,M,0-17,10,B,1,0,3,5,,13438
1001242,P00075842,F,36-45,0,A,0,1,14,,,18380
1001242,P00112442,F,36-45,0,A,0,1,6,8,,12629
1001243,P00233642,M,36-45,15,B,4+,1,1,15,,15860
1001243,P00146042,M,36-45,15,B,4+,1,1,13,15,7911
1001243,P00318742,M,36-45,15,B,4+,1,1,8,,15399
1001244,P00024142,M,26-35,4,A,4+,1,8,9,14,9985
1001244,P00289342,M,26-35,4,A,4+,1,5,8,14,5397
1001244,P00261842,M,26-35,4,A,4+,1,2,14,,6352
1001244,P00307342,M,26-35,4,A,4+,1,8,,,7817
1001246,P00250242,M,18-25,4,A,2,0,5,,,8569
1001246,P00178642,M,18-25,4,A,2,0,5,15,,5366
1001252,P00113342,M,55+,13,C,3,0,1,8,17,15564
1001255,P00238442,M,26-35,17,A,4+,0,6,,,16668
1001257,P00145042,F,18-25,14,C,3,1,1,2,5,11988
1001260,P00271242,M,26-35,17,B,0,0,8,14,,9731
1001260,P00288342,M,26-35,17,B,0,0,8,,,7883
1001260,P00289042,M,26-35,17,B,0,0,8,,,8069
1001262,P00282042,M,26-35,4,A,0,1,5,15,,6897
1001262,P00221542,M,26-35,4,A,0,1,5,15,,5381
1001264,P00116242,M,26-35,1,A,3,0,8,15,,7984
1001264,P00165142,M,26-35,1,A,3,0,5,7,,8899
1001264,P00154742,M,26-35,1,A,3,0,8,14,16,7996
1001265,P00294242,F,18-25,20,B,0,1,4,5,,745
1001266,P00259342,M,26-35,4,B,0,1,5,9,,7022
1001268,P00266542,M,51-55,2,B,1,1,2,16,,9921
1001268,P00197042,M,51-55,2,B,1,1,5,,,6943
1001272,P00127942,M,18-25,20,B,0,0,1,2,5,11906
1001273,P00021842,M,36-45,2,C,3,1,5,8,14,5409
1001273,P00234842,M,36-45,2,C,3,1,5,6,16,7072
1001274,P00115142,M,46-50,7,B,4+,1,1,8,17,11526
1001274,P00359042,M,46-50,7,B,4+,1,2,8,14,9676
1001275,P00071442,M,51-55,17,C,1,1,15,17,,17380
1001276,P00313342,M,36-45,17,B,2,0,5,,,8740
1001279,P00028442,M,36-45,1,A,2,0,1,8,16,4044
1001279,P00119642,M,36-45,1,A,2,0,1,2,8,12124
1001280,P00265242,M,0-17,10,C,1,0,5,8,,8569
1001281,P00114642,M,26-35,19,C,1,0,5,8,,7130
1001285,P00070942,M,36-45,4,A,0,1,3,5,16,13528
1001285,P00015742,M,36-45,4,A,0,1,7,,,20742
1001285,P00188742,M,36-45,4,A,0,1,8,14,17,10076
1001288,P00254142,F,36-45,19,C,1,0,8,,,7944
1001291,P00021742,F,36-45,0,A,3,0,5,,,3753
1001291,P00048342,F,36-45,0,A,3,0,5,8,14,3696
1001291,P00129742,F,36-45,0,A,3,0,5,8,,5266
1001296,P00048742,M,0-17,0,C,4+,0,5,,,8760
1001297,P00036842,M,26-35,7,A,4+,0,1,14,16,11513
1001298,P00236942,M,36-45,6,B,4+,0,12,,,1412
1001299,P00167942,M,26-35,14,B,1,0,1,5,,19216
1001301,P00370342,F,26-35,2,C,1,1,8,,,10082
1001303,P00271142,M,26-35,19,A,4+,0,5,,,6966
1001303,P00002142,M,26-35,19,A,4+,0,1,5,8,3812
1001303,P00362642,M,26-35,19,A,4+,0,8,18,,4259
1001306,P00361942,M,26-35,3,B,3,0,1,2,15,19544
1001307,P00052142,M,55+,13,C,2,1,8,14,,8010
1001307,P00260242,M,55+,13,C,2,1,5,16,,6906
1001311,P00057742,M,18-25,10,C,1,0,2,8,18,15871
1001312,P00161542,M,26-35,14,B,2,1,2,15,16,6799
1001315,P00111542,M,36-45,7,C,2,1,2,17,,15942
1001317,P00050742,M,46-50,7,B,3,1,5,,,5279
1001319,P00148642,F,26-35,3,C,2,1,6,10,13,12704
1001322,P00362742,M,55+,0,A,0,0,8,,,8130
1001327,P00213042,M,0-17,10,B,0,0,1,2,15,4084
1001329,P00223642,M,18-25,14,B,3,0,11,15,,1739
1001331,P00355342,M,46-50,0,C,4+,1,8,,,7950
1001331,P00176042,M,46-50,0,C,4+,1,8,17,,7904
1001333,P00239642,M,26-35,17,A,4+,0,5,,,5294
1001335,P00317942,M,36-45,0,C,1,0,8,16,,6131
1001336,P00101842,F,51-55,20,B,4+,1,6,16,,16519
1001338,P00182142,M,26-35,0,A,3,1,1,5,6,15833
1001340,P00102942,M,26-35,7,A,2,0,1,14,,7935
1001341,P00070242,M,18-25,7,C,3,0,5,11,,5148
1001345,P00057242,F,26-35,2,C,1,1,5,,,1997
1001345,P00197542,F,26-35,2,C,1,1,5,,,7056
1001347,P00150542,F,18-25,1,C,0,0,5,,,8720
1001354,P00265242,F,26-35,2,B,3,0,5,8,,6941
1001354,P00275842,F,26-35,2,B,3,0,2,9,15,9532
1001354,P00185042,F,26-35,2,B,3,0,5,14,,7080
1001355,P00115642,F,46-50,20,A,3,0,8,14,,8058
1001356,P00293242,F,18-25,4,B,2,0,8,16,,2293
1001358,P00113342,M,36-45,17,C,1,1,1,8,17,19332
1001358,P00246142,M,36-45,17,C,1,1,1,15,17,15219
1001361,P00115642,F,26-35,0,A,1,0,8,14,,9873
1001361,P00102642,F,26-35,0,A,1,0,4,8,9,3451
1001362,P00204342,M,36-45,12,B,0,0,15,16,,16702
1001366,P00370042,M,0-17,10,C,0,0,1,8,16,7904
1001369,P00345642,M,26-35,5,B,1,1,1,15,16,19020
1001369,P00274442,M,26-35,5,B,1,1,1,18,,15861
1001370,P00369142,M,36-45,2,C,2,1,15,16,,12779
1001375,P00069042,F,46-50,5,B,2,1,3,,,10826
1001377,P00182342,M,36-45,16,B,3,1,1,5,6,11655
1001380,P00048742,M,0-17,10,C,0,0,5,,,5210
1001380,P00156542,M,0-17,10,C,0,0,4,5,,724
1001383,P00222142,F,26-35,7,A,1,0,5,13,,5251
1001386,P00172842,F,26-35,0,B,1,0,3,4,,3012
1001389,P00025442,M,26-35,17,B,4+,1,1,2,9,19503
1001390,P00274942,M,36-45,16,C,3,1,8,,,6118
1001390,P00119442,M,36-45,16,C,3,1,5,,,5360
1001391,P00356742,M,36-45,15,C,0,1,5,,,5418
1001391,P00129442,M,36-45,15,C,0,1,5,8,,5270
1001392,P00266542,M,46-50,3,C,1,1,2,16,,9817
1001392,P00084442,M,46-50,3,C,1,1,13,16,,925
1001392,P00178542,M,46-50,3,C,1,1,8,13,,5943
1001399,P00269942,M,18-25,17,C,1,0,1,2,,19684
1001400,P00041842,M,26-35,7,B,4+,0,6,8,,16077
1001401,P00121342,F,18-25,1,C,3,0,1,5,18,15295
1001403,P00324742,F,26-35,0,C,4+,1,2,9,14,12893
1001404,P00033642,M,51-55,16,B,1,1,5,8,,3490
1001413,P00296742,M,18-25,3,B,1,1,8,,,8108
1001415,P00230842,M,46-50,14,C,1,0,8,,,5983
1001415,P00201442,M,46-50,14,C,1,0,1,6,8,11624
1001415,P00177442,M,46-50,14,C,1,0,1,6,8,11507
1001422,P00286642,M,36-45,17,B,3,0,11,14,,4563
1001422,P00253542,M,36-45,17,B,3,0,8,,,7906
1001422,P00124642,M,36-45,17,B,3,0,16,,,12293
1001425,P0095142,M,0-17,10,B,1,0,2,4,,12971
1001425,P00351342,M,0-17,10,B,1,0,1,2,16,7898
1001425,P00073642,M,0-17,10,B,1,0,8,,,9696
1001425,P00004542,M,0-17,10,B,1,0,5,8,,8654
1001426,P00048442,M,18-25,14,B,3,0,5,14,,7089
1001426,P00017442,M,18-25,14,B,3,0,8,14,,4070
1001426,P00323942,M,18-25,14,B,3,0,8,15,,7998
1001426,P00024042,M,18-25,14,B,3,0,7,,,21062
1001430,P00304042,M,18-25,4,B,2,1,5,,,7115
1001432,P00247142,M,36-45,1,C,2,1,8,15,16,5872
1001434,P0095742,F,0-17,10,A,0,0,4,5,,2786
1001442,P00183142,M,18-25,2,A,3,0,15,,,21530
1001442,P00137642,M,18-25,2,A,3,0,3,4,12,3143
1001447,P00112642,M,18-25,4,A,0,0,1,2,5,15450
1001447,P00181342,M,18-25,4,A,0,0,11,,,3226
1001447,P00365242,M,18-25,4,A,0,0,5,8,,8720
1001447,P00331942,M,18-25,4,A,0,0,5,,,3729
1001447,P00016042,M,18-25,4,A,0,0,1,16,,15213
1001447,P00193642,M,18-25,4,A,0,0,2,3,4,6602
1001448,P00177642,F,26-35,3,A,1,0,8,,,9884
1001449,P00198142,M,36-45,20,A,1,1,2,4,9,9531
1001449,P00273142,M,36-45,20,A,1,1,8,,,8074
1001449,P00120642,M,36-45,20,A,1,1,5,,,3578
1001449,P00208042,M,36-45,20,A,1,1,8,,,2128
1001451,P00154242,M,36-45,20,B,0,0,8,,,10040
1001451,P00034742,M,36-45,20,B,0,0,5,14,17,8790
1001451,P00035942,M,36-45,20,B,0,0,1,5,18,11680
1001457,P00336942,M,26-35,1,B,1,1,5,,,6936
1001457,P00005142,M,26-35,1,B,1,1,5,,,6865
1001465,P00145642,M,51-55,16,B,4+,1,1,8,17,4239
1001466,P00194442,M,18-25,4,C,3,1,5,,,5345
1001467,P00351042,M,26-35,5,C,2,0,5,,,7007
1001470,P0098342,M,18-25,4,A,1,1,1,2,,15521
1001472,P00137542,M,26-35,7,C,1,0,1,8,16,4443
1001473,P00029542,M,26-35,14,B,0,0,1,2,18,3874
1001482,P00350942,M,26-35,7,C,3,0,3,4,5,13291
1001483,P00182342,M,18-25,4,B,1,0,1,5,6,4244
1001484,P00316642,M,26-35,12,C,1,0,4,5,,2754
1001486,P00355142,M,26-35,16,C,4+,1,1,15,,15863
1001491,P00005742,M,18-25,4,B,1,0,8,14,,7849
1001492,P00129442,M,26-35,12,A,0,1,5,8,,6935
1001492,P00230942,M,26-35,12,A,0,1,5,14,,6984
1001495,P00021442,M,18-25,0,C,1,0,8,,,8070
1001495,P00242742,M,18-25,0,C,1,0,1,2,9,4188
1001496,P00069242,M,26-35,17,A,2,0,8,11,,6074
1001496,P00127242,M,26-35,17,A,2,0,1,16,,11732
1001496,P00187442,M,26-35,17,A,2,0,2,4,5,10016
1001496,P00192042,M,26-35,17,A,2,0,5,9,14,5227
